,beer_id,username,review
1530,47604,thagr81us,"Served from tap into a sampler mason jar at the brewery. Poured yellow-orange with a half finger white head that subsided to a minimal amount quickly. It maintained nice lacing throughout the glass. The aroma was comprised of sweet malt, wheat (rye perhaps?), and citrus hops. The flavor was of sweet malt, citrus hop, and slight bitter hop. It had a light feel on the palate with mild carbonation. Overall this wasn't bad, but this was not great. It was nicely balanced in flavor, but it just seemed to be lacking something... The rye/wheat taste perhaps??? It had a pretty good aroma though. Would definitely be happy to try this one again."
1533,276550,Greywulfken,"Collaboration with Cloudwater... 8% abv IIPA featuring Citra, Nelson, Cashmere, and Calypso hops, oats, spelt, and lactose... 4/14/17 canning... Looks like dirty grapefruit juice - muddied yellow-brown color, thoroughly opaque, big head of off-white foam leaving some lace trails down the glass... Herbal grapefruit and woodsy-grain impressions on the nose... big bitter pith, dry and tight, maybe edged with some dank funkiness on the tongue... Medium-light feel, gripping bitterness, moderate carbonation, lingering aftertaste of citrus and barnyard..."
1536,276550,craftaholic,"Hazy, cloudy, perfumy herbaceous pine put into a cocktail with pineapples and grapefruit"
1538,276550,cosmicevan,thanks again to davidsoul. canned 2 weeks ago to the day. really hazy yellow murk. nose dances on the line of tropical blast and bitter hops. easy to drink in gulps and the tropical pop leads in the taste. has a great body...unique and a nice collab. muddiness in the hop flavoring making it hard to pick out anything in particular but definitely feels like a bunch of competing hop flavors. still very tasty.
1544,276550,ProperGlassesNeeded,"L- opaque-hop ponder water-cheap canned pineapple juice- but a sign of great things to come S - fantastic hoppy, boozy (for a hop bomb, smells boozier than it tastes, heavenly liquid, resin-y T- Its delicious, tropical but less tropical than most hop bombs, its heavy on sweet hops balanced resin, green yum F - feels like fruit juice O- try this soon. Great collaboration grade A"
1545,276550,mnj21655,"Pours a turbid pale orange in color with maybe a quarter inch of white head that quick fades to nothing; this strongly resembles grapefruit juice. Aroma is candied pineapple along with indistinct tropical and stone fruits, very appealing. Taste has the same candied pineapple as the aroma but adds some distinct mango, nectarine, and white grape notes with a lightly sweet finish. Medium+ body and low-moderate carbonation. Overall a great beer, very enjoyable, the whole is even greater than the sum of its parts."
1546,276550,mdfb79,"Pours a super hazy bright orange color. An insane amount of tropical fruits, mangos, pineapples, citrus hops, and fruity mats. Medium body and moderate carbonation. Overall one of their best; an amazing beer."
1548,123949,HoppyBastard,"Poured from a 12 ounce can into a Shaker pint glass, there is no ""best by"" date that I can find. APPEARANCE: pours a clear, golden color with one finger white head with excellent retention, it slowly dissipated until a thin unbroken layer of bubbles remained, there is significant lacing on the glass and higher than average carbonation. SMELL: cracker and sweet malt. TASTE: the taste follows the nose, initially sweet then the taste of crackers and finishes with a gentle hop kiss. PALATE: medium body and higher than average carbonation. OVERALL: this is a terrific pils because it is so wonderfully balanced, it would appeal to anyone who likes beer, this is the third beer I have had from this brewer and they were all wonderful, I would definitely buy this again and will be trying more from this brewer in the near future."
1550,123949,Boto,"Draught at Twin Peaks: Unfortunately served in a large highly iced mug. This one pours a lighter golden color. Aa fairly frothyhead that left some lacing. Somewhat lighter aroma. Pretty typical of a pils. The taste is decent. Some hop flavor, it could have used a bit more."
1551,123949,omahawk,"Update: Brickway’s marketing of one Pils and one Pilsner is quite confusing. From looking at their website, it appears they might have stopped making this Pilsner I reviewed back in 2015. It’s too bad because I enjoyed the 2015 version much more than what I had in 2017. The review I’m leaving here is for the “Pilsner” from 2015, which tastes more German than Czech. My original review was: The German Pilsner pours a nice clear golden color. Decent lacing, with German hop and pils malt nose. Very clean, solid example of a European pilsner. Will keep on hand all summer."
1556,123949,Yeags,Something about this beer leaves you wanting more!
1561,123949,BeerWithMike,"Sampling right now on 11/4/14 after bowling. From the Borgata Brewery right here in Omaha, Nebraska. Can chilled down to 36 dgrees F in my beer cooler and poured in to a handled glass thumb-print stein. Pours a clear straw-yellow in color with a good 1-finger fizzy white head that settles down to mostly along the sides of the glass. A decent amount of lacing is seen with each sip that sticks to the sides of the glass. The aroma is of grains mostly. Pretty much the same for the taste with lots of grain aftertaste as well, but not hoppy. Lighter to medium bodied with a good amount of carbonation as seen with lots of bubbles rising up from the sides and bottom of the glass. Overall, it was a decent example of this brew style."
1568,47604,Anaz,"A- Hazy red orange, 2 fingers of white head with little lacing. S- Orange flower water and meyer zest with rye spiciness, and some herbal hop character. T- Very malty, a little sweet. Kind of like a rye bread with candied citrus zest. Not bad, but balanced in favor of the malt rather than being hop forward. Floral and herbaceous hop flavors marry well with the rye spice, and the lingering malt sweetness results in an almost neutral finish after being tempered by the hop bitterness, which makes this very easy to drink. The mouthfeel is very full, and a little syrupy and oily, but it's not cloying. The carbonation is low. This is a very drinkable rye IPA with good flavor, but not a lot of intensity. I'd really like it if it was a little drier, but, it's still a good beer and a good reason to support a local brewery."
1569,47604,AWolfAtTheDoor,"This is my first beer from Bootlegger's. Pours a hazy dark golden color. Lacing is pretty looking good so far. First smell was a blast of apple/cider. Upon stronger whiffs, I think it's the rye and/or yeast character playing tricks with me. Very different smelling than other rye beers I have had. Was not expecting this taste at all. I can only describe it as a creamy rye, with a hint of hop bitterness at the end. But this beer is all biscuit malt and rye. Medium mouthfeel. Slightly syrupy even. This is a nicely bodied beer. Very drinkable. It's smooth and tasty. Rye is one of my favorite ingredients. If I were grading this beer according to style, it would fall flat on it's face. Not even close to an IPA. However if you like rye, give it a shot."
1570,47604,Xul,"A: Pours a translucent golden with some amber highlights, capped by two fingers of foamy, off-white head. Retention is moderate as it slowly settles to about a half finger of head. S: Moderate citrus up front along with piney and earthiness, followed by pleasant spicy notes of rye. Toffee base is evident in the background, although aroma as a whole is a bit subdued. T: Hops are a bit muted up front with piney and earthy notes coming through. Rye comes through strong on the mid-palate before giving way to a burst of sweet caramel near the back end. M: Medium bodied with moderate to high carbonation, feels a bit thin. D: Easily drinkable but doesn't quite live up to its potential. I'll certainly try it again as the beer has its merits, perhaps this had sat a bit too long."
1571,47604,kk73,"Poured from a 22oz. bottle into my glass. A - Pours a clear brunt orange with a modest white head that quickly disappeared into a white sheen and a white ring around my glass. Leaves a little lacing. S - Not getting much in the way of spicy rye(maybe I dont know what rye is supposed to smell like). Some faint floral hops combined with a slighty sweet malt backbone. T - Not much on the tongue either. A slight grapefruit bitterness that does not last long followed by some sweetness possibly from the malt. M - Light and crisp, maybe a touch watery. D - Not a bad beer, just not one I would purchase again. However this could be sessionable on a very hot and humid day. Very light and refreshing and very little alcohol detection."
1572,47604,Beerandraiderfan,"Picked this up while in Socal for BT (what a magical 48 hours), couldn't beat the price on this. Drank at the Utah State @ Nevada tailgate. Pours a light orange, very clear, good carbonation and average head, light hop aroma, sweetness, tempered. Taste, relatively smooth, lacking the rye spiciness you might expect, but decent hopping, light caramel flavor, still carries some of that sweetness throughout. Not a complex or strong rye beer at all. $3.49 a bomber, it was worth that."
1573,47604,klikger,"Bomber served in a Goose Island IPA tulip A - Medium to dark amber, large white head (shrinks down after a minute or two), and great lacing S - Floral hops, rye, and oranges T - Rye and lemony hops --&gt; bready rye and a little black pepper --&gt; a splash of grapefruit briefly finishes off this rye cocktail M - Medium-bodied and adequately carbonated. D - Inoffensive and pretty tasty. Not bad. This is a solid rye IPA - it's not too complex, but the tastes it possesses are pulled off nicely. Definitely worth a try if you like the style."
1574,47604,Gobzilla,"Poured a orangish brown with a half finger of head and left some bubbly lacing sticking to the glass. On the first whiff I was greeted by some citrusy qualities but had caramel malt presence with bready biscuit notes and faint hops in the background. The hops were a tad more potent on the palate with citrus and slight pine accents with lots of sweet caramel notes but no rye to be found. The brew was light to medium in body with a fair amount of carbonation which had a sweet, citrusy, malty, and slight hoppy finish. It drank really good and would probably be able to drink lots of this beer in one sitting making it a pretty sessionable brew."
1575,47604,koopa,22oz bomber received as an extra in a trade with a generous BA thanks! Appearance: Pours copper with honey folds. The crown is a 1 finger soapy white that displays moderate retention and lace. Smell: Rye and floral hops over a slightly toffee like malt. Taste: Same as the nose but more pungent. I'd give it a 3.8 if I could so I'm rounding up a bit. Mouthfeel: Medium bodied with active fine carbonation. Drinkability: Sessionable.
1576,47604,ZX6Chris,"A-Golden amber. Nice tight white head that settles on top. Slight lacing that settles quickly back into the glass. S-At first it smelled like a Jr. Pliny, but the aroma faded quickly. Now I'm getting a little wet cardboard. Definitely not good. T-Earthy, spicy hops, spicy and mildly sweet malts and there it is again, wet cardboard. M-like the head suggests this is a creamy beer, light, maybe a little undercarbed for the style. D-It was going well at first but that wet cardboard taste ruined it. I drank enough to finish my review and then I drain poured."
1577,47604,emmasdad,"Picked this one up at Holiday Wine Cellar on a recent trip to San Diego. Poured from the bomber a medium orange color with a huge rocky white head. Some citrusy hops on the nose, as well as a little caramel. On the palate, more of the same, but really no noticeable rye. Not bad, but kind of a disappointment considering the number of great west coast IPAs out there."
1578,123949,NikyP,"Had a pint of this on tap at the Magnolia Hotel in downtown Omaha. Brewery is just down the street. This one doesn't disappoint. Truly a pilsner. Extremely drinkable (or it could be effects of the long day's travels). I really like this beer. Clean, fresh tasting, a nice golden grain flavor on the aftertaste. Some decent lacing for a pilsner. Fairly light on carbonation. Clear gold color. Aroma is very faint, almost unnoticeable. Almost all the taste on this one is post-swallow. I think I'll have another."
1583,47604,Augustiner719,"Poured from a 22oz bomber into a tulip glass. Got this as an extra, cant remember who but thank you very much if you read this. Pours a beautiful red brown color with hop haze and a massive, massive head. almost thought it was infected at how much head there was and the retention lasts forever. Smells bready with just a slight spicy note from the rye. has a touch of lemony hops as well. Tastes a touch sweet, but has a good hop bite to it. sorta has that hombrewed sweetness to it. Love the light body with caramel malts. I would have thought it was an amber ale to be honest with some hops added. Nothing crazy for the style but the key here is that its balanced well. Mouthfeel is decent with that medium carbonation retaining in the actual liquid after the massive head recedes. This is a very drinkable beer, just nothing to go running for. not sure of the price but if its a qpr then maybe its worth a shot to seek out. nice job though."
1584,47604,SpdKilz,"Appearance - Pours into my SA Perfect Pint with a dark amber hue. Over two fingers of tan, fluffy head is achieved with a moderate pour. The head is slowly dissipating, leaving decent lacing on the sides of the glass. Smell - Slight hops, floral, citrus [i.e. grapefruit], and sweet maltiness. Honestly, it also smells quite literally just like marijuana (after a few big intakes of the nose, one can most definitely smell the ""dankness"" to this drink). Taste - Flavor smells similar to the nose but overall muted. It is a bit sweeter than most other IPAs but not in a way that detracts from the overall drink. Not much rye can be found after numerous sips. There is plenty of grapefruit, sweet malts, and pine. Not horrible by any means but just nothing that really jumps out at you. Mouthfeel - Medium bodied, decent carbonation. Drinkability - Pretty quaffable. This is by no means a bad IPA, however, as someone else stated previously, for the price there is no reason to buy it. For the same price I could have opted to get a Blind Pig which was right next to this (but I wanted to try something new). Again, I'm glad I tried it but with so many other great West Coast D/IPA's out there, I won't be getting this again."
1585,47604,RoyalT,"Appearance - This is a thick, murky light brown in color with a faint orangish tint and a brown-white head that was almost as thick as the beer itself. Smell - There's a lot going on in here. The hops jump out first. They are mainly citrus in character but with a very bitter slant. They are incredibly creamy on the nose if that's possible and there's a sharpness to them that you don't often find. The malt base is rank in a very good way. The rye comes out husky and quite tight to the smell. Beneath it all is a rich sweetness that again smells very tight. All of this malty goodness play especially well with the hops. Taste - The hops and malts play nice at the taste, too. The hops lose some of their sharpness that I got from the nose but are still large. The malts are just wonderful though and especially that sweet character came threw beautifully at the taste. It is all just the right mix of citrus hops, malts, light non-grainy rye, and sugar. Mouthfeel - This is huge in the mouth. I wouldn't call it full-bodied but definitely medium on the big side. The carbonation is light and appropriate. There is some light bitterness throughout but this is not a bone-crushing bitter drink like some IPAs. Drinkability - With a modest 6.2% ABV this is definitely a session ale. It is very smooth yet big and chewy and has enough complexity to keep things entertaining. I definitely enjoyed this better than most as it is only averaging an overall score of 3.5 or so and I thought it was way above that grade. Big, heavy, and harmonious."
1586,47604,chickencoop,"Picked this up at Whole Foods/ i left my wallet in El Segundo, pretty solid beer selection with a nice emphasis on locals. The pour on this was a big hazy orange, almost Widmer Heffe like, which is strange since some of the previous reviews had it translucent and almost clear. I liked to citrusy smell, which balances with the malty taste, almost to a creamy feel. This was quite drinkable, my only concern is that these guys are inconsistant with what hit's the market and how each bottle or batch is different. I got a good one, i'll be back. Just an update, I can't stop buying this stuff."
1587,47604,shivtim,"Thanks for the bottle, Konrad! I like the color scheme on the bottle; it fits the name. Poured it out into a pint glass. It's surprisingly translucent, with not the tiniest hint of haze. Small streams of bubbles. Looks like tea water; a simple golden yellow with slight red tinges, and a tiny ring of white head on top. Nose has a sharp sweet fruit smell, like apple and pear. This layer is almost like a cider. Some hops come through as well, but it's dominated by the sugary fruit. Taste is sweet malty flavors, vaguely pineapple. Lingering hops come in at the end to remind that it's an IPA, but they are very gentle. I can't pick up on the rye. Very gentle mustiness. Mouthfeel and drinkability are both average. Overall not bad, just doesn't seem to fit the rye or IPA categories."
1588,47604,coldmeat23,"GLASS: Sam Adams Perfect Pint Glass TEMP: Cellared @ approx 55 degrees Thanks to RodBurg for the Bootlegger's Brewery hook-up! This is a lightly hazy, golden brown colored liquid, with a slight orange cast to it. A one-finger, off-white colored, head of foam sits on top. Retention is fairly good, but is gone before the glass hits the halfway point. Lacing is good in appearance, but is very slippery. Lots of citrus hops notes, blended with a boatload of caramel presence. Almost has a butterscotch(?!) quality to it. Light spice notes and a biscuity yeast presence. The sweetness of butterscotch/caramel hits first and lingers for awhile. Just when you think that nothing is going to happen, in comes a good kiss of citrus hops, bringing a touch of bitterness with it. The yeast is still present, but it's somewhat buried. There is a nice hint of rye spice coming through, but not nearly as much as I had anticipated/expected. The body is medium at best, but I'd probably put it in the high end of light bodied. The carbonation is medium level. It has a crisp sharpness to it. The body is a letdown, to me. It's quite drinkable, but it's really just kind of a lackluster beer. I hate saying that, because I really hoped to like it. If I want something completely inoffensive that I don't have to think about the multiple layers of, this would be on the list, sadly."
1589,47604,snpub540,"Poured a clear light copper hue with an eggshell colored head. Left little lacing on the glass during the drink however. Smell was a faint floral hoppiness with some sweet malty notes as well. Not much going on there. Taste was a balanced between the malts and the hops. Upfront some caramel malt and a slight rye spice flavor. Hops were crisp and refreshing in the finish. Floral hops were the majority, with a slight grassiness. Mouthfeel was medium bodied and made for a refreshing thirst quencher. Drinkability was good because of the balance. Not too much hop bite, but not to much malt sweetness. Alcohol flavor is subdued, and this probably could be a session beer."
1592,47604,dardan,"Perfectly respectable IPA, though the Rye aspect is not as pronounced as some of the competition. A: Clear golden, good foam & lacing, sediment remained in bottle, S: Hops with a little malt, appropriate for an IPA, T: Hoppy but little rye character, a good example of an IPA, M: Clean and crisp, appropriately West Coast IPA, D: Easy to drink, slight alcohol in back may slow down some. Not the greatest Rye IPA on the market, but good, clean taste, aroma, and IPA character make it well worth trying."
1593,47604,womencantsail,"On-tap at Bootlegger's A: The pour is an orangish-yellow color with a nice white head on top, which sticks around for quite awhile. S: The smell is primarily citrus hops (grapefruit) with a touch of caramel but no rye notes to speak of. T: The taste is a bit better than the nose. The grapefruit hops are there along with a somewhat mild bitterness. The caramel malt provides a bit more sweetness than I'm used to in an IPA, but not bad. Again, no rye to be found. M: Medium in body with moderate carbonation. D: This IPA isn't too bad, but not necessarily one of the better west coast incarnations. The name is also a bit misleading as I really failed to detect any of the usual rye characteristics."
1594,47604,augustgarage,"Poured from a 22oz bomber into my Dogfish Head shaped pint glass. ""Rustic"" suggests that the brewer lacks confidence in this beer - the dent in the bottle-cap (were these hand-capped?) further adds to the ""homebrew"" feel. Safety orange liquid with some chill haze - topped by a billowing finger of off-white foam. Excellent lacing and decent retention. Caramel, citrus, and rye flour aromas - floral and earthy but somewhat subdued. Bitterness is assertive, though the hop flavors are not particularly complex. Tangerine, grass flowers, and floral/herbal notes combine with honey or caramel malt. The rye adds a touch of sourness in the finish almost like buckwheat. Spritzy carbonation, not quite medium-bodied, and very ""zippy"" mouthfeel. A good effort which I would be happy to have again - though not in the same league as Alpine Nelson."
1595,47604,DogFood11,"22oz brown bottle. I'm a sucker for Rye Ipa's dating back to the grand daddy of them all Bear Republics Hop rod rye. Poured into a small tulip it is an inviting dark copper color with a frothy, meaty off white head. The nuts and bolts of this brew come up short. Its lacking any depth and is kind of thin for this style. Rye stands out boldly and in this its moderate to mild. Mouthfeel is also light with some lingering some distracting sticky malt. Notes: Not for me. A great style. I'm glad more brewery's are attempting the RYE IPA but this needs some work."
1596,47604,GRG1313,"Pours a clear dark orange amber with a beautiful thick and firm white head. Nose is medium sweet and floral grapefruit with a hint and undertone of ripe pineapple. Mouthfeel is rich and creamy and with a very nice body. Flavors are actually very much like a rye bread in nature-rye grain flavor with extremely well balanced malt and fruit. Finish is long and with a bitter rye grapefruit character. Very consumer friendly and food friendly with a very nice character, flavor profile and finish. Finish goes on forever and gets more and more bitter for a minute or two."
1597,47604,Overlord,"Pours a golden, orange-ish yellow with a big white foam head. Smells ... where's the rye? Smells like some tropical IPA notes, just a hint, and ... maybe some grapefruit. Kind of muted. Flavor is similarly uninspiring. It's sweeter than a normal IPA, but I don't know if that's from the Rye, or what, because I detect basically no Rye. Some grapefruit, some sweet malt, but a bit grainy. Well ... it's not bad, but too expensive for what it is."
1598,47604,mentor,"Pours a 3 finger nearly white head over a mildly cloudy copper liquid. Smells piney and tropical hop aroma with some musty rye character. Tastes juicy tropical flavors from hops with sweet malt undertones and an earthy sting/edge from the rye. Hop flavor is mostly lemon and blood orange with some pineapple and pine. Comes across a bit acidic and is accompanied by a mild alcohol sting (quite clean). Esters are minimal and hop bitter is strong and clean. The hop bitter blends with the alcohol and acidic well, but the hop flavors are too over the top. The finish falls flat with a lack of flavors. Would be nice to have a grassy hop bitterness to keep the palatte engaged. Md-light body with some dextrinous character. Strong carbonation is detracting. Decent beer."
1599,47604,glid02,"On-tap at Beachwood BBQ in Seal Beach, CA. Pours a nice copper color with a one-finger off-white head. The head recedes into a thin layer on top leaving solid lacing. Smells of pale malts with good amounts of citrus hops and light hints of spicy rye. Tastes very similar to how it smells. Pale malt flavors up front with hints of rye are joined shortly by light citrus flavors. Midway through the sip the rye gains a bit of strength before fading to a mildly bitter ending. Mouthfeel is good. It has a nice thickness with moderate carbonation. Drinkability is good. I finished my glass fairly quickly and could have another. Overall this is a solid Rye IPA that I could session and enjoy it. Worth a shot."
1600,47604,PizzaQueen1,"I think Bootlegger's has done a great job with making an IPA that everyone can enjoy. So many beer drinkers that are stepping out for the first time are afraid of IPA's because they are over-the-top in flavor. The color is a cloudy/light carmel hue. It pours beautifully from a tap, leaving a moderate head of foam. The carbonation is great too, making it very sippable. Love the opening citrus notes and has that IPA bitter finish, but not over-powering. Making it perfect for different types of food pairings. I have had many other IPA's, and while they were good, I did not want another glass. Bootlegger's has an IPA that you can drink more than 1 glass and it is not too much."
1601,47604,magictrokini,"Pours a murky golden-brown with a total lack of head. Minimal lacing. Aroma is flat, grainy, and plain. Some floral hops, but no rye to speak of. Some sourness, more metallic than anything else. Good mouthfeel, firm but not thick or syrupy. Decent carbonation. Taste makes up in part for what is lacking. Smooth, sweet, fruity hop flavor. Tropical and blood orange hop taste, but nothing tangy or bitter. Attribute that to the overmalted backing. Very sweet for the style. As for the rye, again, it is nearly nonexistent. Compared to a similar beer, Hop Rod Rye, this is weak and rye-free. However, this beer tastes really good. I could drink this again and again, but it misses the boat stylisticly."
1602,47604,hopdog,"22oz bottle acquired in trade with Hophead22 (thanks!). Poured a Medium and slightly hazy amberish-orangish color with an averaged sized off white head. Armoas of rye, grains, a little earthy, and citrus. Tastes of rye, grains, citrus, ans some caramel. Had a light tart and sour finish that I too liked."
1604,83430,jrenihan,"Beer is orange/yellow in colour. No head. Cloudy. Smell is musty and funky. A bit of cheese scent. Not a very nice funk, as ""funk"" scents go. Taste is sour, with yeast and a funky flavour. Light fruit, lemon. Brett. Light bodied, low carbonation. Very tart. Overall, decent but not a great beer. Smell in particular leaves something to be desired."
1609,276550,Boccu,"Pours opaque burnt orange with one finger white head that fades slowly. Nice lacing that clings to the sides of the snifter. Aroma of tropical fruit and hops. Taste follows the nose with pineapple, mango, citra and oats. Silky mouth feel. Really tasty."
1611,276550,SDRedDevil,"I mean where do you start with this beer....the addition of lactose and use of Cashmere hops made me a bit skeptical up front. Pours a hazy tangerine color with a pungent tropical aroma. Basically this is a citra, nelson bomb floating on a bed of oats with a hint of lactose to give it a smooth creamy finish. Its basicallyperfect, juicy in the right spots, smooth, crushable for 8%. OH with a home run here...."
1613,276550,cfalls,"L - mostly opaque, straw color, one finger head fades away S - mango, white grape, a little bread, and a faint burnt rubber kind of thing, medium overall pungency T - sweet and bitter are nicely balanced, with a lot of fruity hop flavors F - great creaminess, medium carbonation, slight burn O - I slightly preferred this over the Suparillo from the same release, which was also great"
1618,276550,Jbavi360,0%
1622,191226,jzlyo,"Aroma is strong orange, mild sweetness and slightly perfumed fruit. The flavor is orange/citrus/slightly cola-ish, malts and mildly bland/sweet finish."
1627,191226,superspak,"12 ounce bottle into pint glass, bottled on 3/24/2016. Pours hazy golden straw color with a 1-2 finger dense white head with good retention, that reduces to a small cap that lingers. Nice spotty soapy lacing clings down the glass, with a moderate amount of streaming carbonation retaining the cap. Aromas of blood orange, orange peel, coriander, pear, apple, pepper, wheat, cracker, herbal, floral, grass, and yeast earthiness. Nice and pleasant aromas with good balance of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt notes; with solid strength. Taste of blood orange, orange peel, coriander, pear, apple, pepper, wheat, cracker, herbal, floral, grass, and yeast earthiness. Light-moderate yeast spiciness and slight fruit bitter/tartness on the finish; with lingering notes of blood orange, orange peel, coriander, pepper, wheat, cracker, and herbal/yeast earthiness on the finish for a short bit. Good balance and solid robustness of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt flavors; with a nice malt/spiciness balance, and zero cloying flavors after the finish. Light-moderate dryness. Medium carbonation and light-medium body; with a very smooth, fairly crisp, and lightly creamy/grainy/sticky balanced mouthfeel that is good; a bit thin even for a witbier. Zero warming alcohol as expected of 5.1%. Overall this is a very solid fruited witbier. All around good balance and solid robustness of fruity/earthy yeast, spices, blood orange, and light-moderate pale malt flavors; very smooth and refreshing to drink. A pleasantly enjoyable offering."
1629,191226,mooseisloose,"Popping the top on this brew I get a big waft of oranges and a little bit of breadiness. Pours to a light golden color with not much of a head. On the taste this brew is like a wit beer up front but quickly has a very pronounced orange soda like flavor in the back of the throat with a bit of bitterness to go with it. Something different, nothing spectacular, but not offensive."
1630,191226,tfsimpkins,Very very floral on the nose and palate. The yeast characteristics do not mesh well with the blood orange rind flavors. Almost soapy. Maybe its the belgian wit yeast? May they can try an abbey or belgian ale yeast blend?
1631,191226,RicketyCrix,"If you enjoy the taste of a wonderfully crafted citrus Lysol type cleaner product, then I have the beer for you! Seriously though the artificial orange taste is awful, had to pour this one down the drain,"
1634,191226,Chris1108,Meh. In every category. I do not like wheat beer and I didnt realize it was a wheat until after I drank one and looked it up on BA. It does not say on the label. The orange is mildly present but tastes so artificial it makes me think this beer is artificially flavored. Overall Drain pour 2.2/5.
1635,191226,Lousmistress,"The first sip turned my stomach from all the soapy taste. I cleansed my palate, took a small sip, spit it back into glass, and poured it down the drain. I will never buy or try that beer again, and quite possibly the same for all Shipyard products. There are too many soapy reviews!!"
1636,191226,djrn2,0%
1638,62936,JayS2629,Cloudy orange/amber color with a foamy white head that fades slowly and has beautiful lacing. The smell is mild for an IPA but has all the right elements. Citrus and pine with some floral hints and herbal notes. Caramel taste up front with some biscuit and a nice citrus punch at the back. A very mild and easy to drink IPA.
1639,62936,Huhzubendah,"On draft at the brewpub. The beer appears very hazy and dark orange with very little head and no lacing. The aroma is of sweet, burnt malt. The flavor is devoid of hops and tastes like overly sweet burning candy. The feel is OK, but it's near impossible to get past the aroma and flavor. Avoid."
1641,125646,DrGonzo,"Great beer. Not sure how it's currently 100 rated, but it for sure is an excellent beer. What separates this beer from other stellar offerings from Alchemist, Trillium, Other Half etc... is the resinous finish. It finishes with a strong bitter, resin taste but it quickly dissipates. Outstanding smooth mouth feel, explosion of hops and fruits in the taste and smell. Excellent beer, well worth the wait."
1643,125646,fathercharles,0%
1644,125646,cmurphy7,"had this from a 2L growler. The look of this beer is truly amazing. almost orange in hue. the scent is also spectacular with heavy fruity notes. If that is your bag (i.e. super fruity NE IPAs) than this is the perfect beer. growler brew did go pretty flat very quickly, but this is probably not unique to Treehouse brews."
1645,125646,Antg8989,"My 500th Beer! Look: Pours a golden peachy haze; white head. Tiny bit of lacing. Aroma: A blend of orange, peach, papaya and pineapple. Taste: It's complex - definitely need to have a precise palate for this one. Tropical and Stone fruits and some interesting yeast. Feel: Highly carbonated, soft and heavy. Overall: I know from tasting this beer how good it is - but I can't figure out exactly why. It's the kind of beer that makes me realize I need to get a beer tasting certification to know what's really going on."
1648,125646,BertGib11,"Pours a nice hazy medium gold with creamy head. The smell is amazing. You can taste mango, peach, pineapple and tropical fruits. So good"
1657,125646,Ffd356,0% Probably my favorite Treehouse brew. Excellent aroma and goes down even better. One a day keeps the doctor away!
1661,125646,BeerGuy8315,"Poured from a can into a snifter. Canned 3/22/17. A: Pours a super hazy, pale orange in color with a one inch, frothy, paper white head with good retention. Thick, white, billowy lacing throughout. S: Aromas of grapefruit, orange, melons, and guava accompanied by earthy, floral, and piney hops. T: Starts off with notes of grapefruit and citrus followed by peach, guava, and papaya. Finishes with a light piney, resinous hop bitterness. F: Medium bodied. Smooth. Minimal carbonation. Somewhat dry. O: Overall, this is a good DIPA, but I was actually somewhat let down with all the hype. Juicy hop profile and flavor depth was somewhat lacking for me given the reputation. Still a good brew, but I prefer Julius and KJ by a mile. Also, if VH has fairly similar traits I have difficulty seeing how it holds a number one spot."
1663,125646,Bush33186,Great beer. Thoroughly enjoyed trading for this. Would love to have again can't wait until I come across Very Hazy.
1668,125646,DavidR_9,"16oz can (packaged on 3/20/17) poured into belgian tulip glass. Beautiful medium gold completely hazed body with a thick finger and a half of head with great retention and lacing. This beer really comes through with the sticky delicious citrus and fruity hop aroma followed by amazing pineapple, peach, and orange juice flavors. Mouthfeel is very balanced, carbonation on point and no alcohol to be detected. Every sip of this brew was a delight and I'm so happy to have had the opportunity to try a beer that emulates my favorite juice of all (orange)."
1676,125646,Boccu,"Pours deep orange. Nice lacing. Aroma strong hops. Taste hops,tropical fruits,peach mango and pineapple. Mouth feel is silky. Another beast. Treehouse never disappoints."
1677,125646,jonibeer,0%
1678,125646,Stealth862,Love in a can.
1679,83830,Jbl3246,0%
1680,47604,Halcyondays,"22 oz. bomber, a RyePA, A: Pours a lightly hazy amber, with a really light white head, real nice sunset colour. S: All hops, no hint of rye. Nice light citrus, smells like a regular IPA. T: The rye certainly comes in in the taste. Great spicy character adds complexity to the solid hop profile. Tangerine, orange, tropical notes from the hops are all there. Malt is treacly, almost cake batter at times. A really good mix of flavours. M: Smooth, creamy, robust, dry finish. D: A real nice surprise out of the local brewery in Fullerton, Bootlegger's. I'm going to have to try their whole lineup now with how good this was."
1681,47604,athensbeermaster,"Starts off with a dense lt. brown head. The nose has big citrus notes with a big rye bread aroma. The head retention is good some nice lacing on the glass. The taste: Good malty toasted rye bread flavors,a dry lemon rind mixed with a hint of blood orange gives to a good mid-palate fruit. The malt backbone softens into sweet dates and spicy rye finish. Kudos for a great twist on a hoppy classic. Feels good to buy a beer that was brewed down the street from ya!!"
