beer_id,username,text,score,name,style
66507,CMIKEHUNT,Nice very nice Great beer. Lots of bubbles and a fluffy white head like sparkling wine or champagne. . Taste is very winey like if for example. . beer and champaign had sex . This would be the love child. Was very similar to goose island Sofie.. but not a elegant. Over all i very much enjoyed every sip.. This would be the baby. .,5.0,Noble Rot,Belgian Saison
66674,BenHoppy,Dank and spicy just like it should be with a tad of hop citrusy earthy malts.,5.0,Habanero Sculpin,American IPA
66961,Ale_Dog,"This is malt perfection. Exactly what I look for in a brown ale-rich, malty, balanced with hop bitterness that cuts down on the sweetness, but is not the main presence. Don't even consider Newcastle, this is the way to go. I won't even pair it with food because it is so good I wouldn't want any other flavors to interfere with it.",5.0,Brekle's Brown,American Brown Ale
67040,CaptJackHarkness,"12ounce brown bottle freshness dated for December 2011 Jim Koch and his brewmasters have another great brew on their hit list! The color is pale golden, the head is short lived though which lowered it's appearance points. The aroma is indeed Jasmine floral, crisp refreshing, definately a good summer quencher!",4.67,Samuel Adams East-West Kölsch,German Kölsch
67046,Ronf,One of my favorite beers,5.0,Dubhe,American Black Ale
67106,DuncanIdaho86,"This Dubbel was the best I had, from bottle to the pour to the color and robust taste it was sensational. This beer should have a papel blessing. I wish it were winter so we could freeze it into ice blocks and skate on it and melt it in the spring time and drink it!",4.78,Ovila Abbey Dubbel,Belgian Dubbel
67156,Wiz99,Poured from 22 oz. bottled on 12/07/2012. Aged until april 2015. I'm a fan of everything about this beer. Great sipper on a Saturday evening.,5.0,Big John,American Imperial Stout
67219,Fitwitchik,Poured from a bomber into a snifter. IIPA is my most fave style so I will try not to be too prejudice. Poured a light caramel with a nice frothy head. DAMN! Love the smell of a IIPA!! Grapefruity love. Taste is head on hops with the deep lemony grapefruit piney flavour yet a sweeter finish. Mouthfeel is excellent. Overall will definitely head back to pick up another bottle asap. LOVE LOVE LOVE this brew!!!,4.97,Robert Johnson's Hellhound On My Ale,American Imperial IPA
67274,OnDrawnWings,"This is my favorite all-time beer. It's really hard to describe-the grapefruit is there, but subtle. The ginger is there-but it's also just right. I don't usually like ""fruit-infused"" beers at all, and ""Blue Moon"" is too sweet for me, but this beer is incredible! I literally almost got into a row over the last 12 pack last fall, when me and this other guy came into the store at the same time, panicked that it was almost gone. We lamented that this beer is seasonal.",4.79,Shiner Ruby Redbird,Fruit and Field Beer
67556,TheHoppiest,"Poured from a 12 ounce bottle into a tulip class. This is brought to me by some good friends in Wisconsin. It is the last of my four pack, so I thought it high time to review it. Pours a hazy mango color, like the color of mango nectar. While it is light-colored, it is almost opaque. Has a half inch foamy white head which reduces with a soap-like consistency. Has a very fruity aroma, with loads of orange citrus, pineapple, mango, and an airy floral nature that really makes this standout. You could get lost in how good the smells. After such a wonderful aroma you hope that the taste won't let you down, and thankfully, it does not disappoint. Sweet and mualty upfront, with mild fruit and hints of caramel, this ends with a pleasing bitterness leaves you wanting more. Hints of resin are there to remind you of the strength of this brew. The medium mouth feel, very smooth and easy drinking, ending with a bit of bitter to nip at tongue. An excellent DIPA, it is a real disappointment that New Glarus is not sold in the Cleveland area. Sweet, fruity and malty to start, with a pleasing but not overpowering hop bitter to finish, I cannot get enough of this double IPA.",4.92,Thumbprint IIPA,American Imperial IPA
67722,gobuccos,One of my favorite Barrel Aged Stouts. Greaf nose on this. Bourbon Barrel Aging really comes out in this one.,5.0,Bourbon Barrel Aged Siberian Night Imperial Stout,Russian Imperial Stout
67866,CraftBeerBarney,Deadlift is one of my top 5 favorite Imperial IPAs!!! Widmer brothers really nailed this one. The imported Nelson Sauvin hops from New Zealand really gives it a unique berry-like taste that really finishes nicely! The tap handle for Deadlift is also my favorite!,5.0,Nelson Imperial IPA,American Imperial IPA
68269,dankapotomus,Pineapple lace and promises...a kiss for luck and I was on my way. We’d only just begun...but I knew that it was all bright city lights and stone fruit that were going on this honey moon. This is the beginning of the end of my love affair with the Jurassic IPA for thine is the Alpha and the Omega there is no where to go...I’m humbled...amen,5.0,The Waldos' Special Ale,American Imperial IPA
68916,akmoran428,"Absolute perfection. This is the best IPA I've ever had. Well balanced and extremely drinkable. Pours a deep amber color with good lacing that dissipates after a few minutes. Grapefruit and citrus flavors stand out as you keep drinking it. Definitely not an absurdly hopped beer (unlike some other East Coast IPAs), which gives it extra drinkability. This is literally a perfect IPA. If you can find it, buy an entire case. Its that good.",5.0,Lunch,American IPA
68942,dbs3268,Absolutely delicious beer. Must have.,4.91,Chainbreaker White IPA,Belgian IPA
68958,qdeguchy,"Poured a 12 ounce bottle into a tulip glass. The double ipa delivered a 1 finger head that was slightly off-white in color. Beer was golden in color and left great lacing while drinking. The overall appearance reminded me of Pliny the Elder. The smell was absolutely exceptional. The aroma literally smelled like a fresh bag of hop pellets. I have never encountered this before in any ipa or double for that matter. There was loads of pine, citrus and weedlike notes in the aroma. Taste was piney, grapefruit citrus with an oily resin texture that finished dry (WEST COAST to the bone). An extraordinary double IPA. In my honest opinion, this beer blew away Pliny the Elder and several others that may remain nameless. This may seem blasphemous, but it is the TRUTH.",4.92,Best Of Beer Camp: Double IPA - Beer Camp #29,American Imperial IPA
68960,ZAP,A-Looks the part. Clear gold color..nice lacing on glass. A-Toasty malts..light caramel...some woody hop notes... T-Great toasted maltiness...one of the best malt flavors in a beer of this style I have ever tasted...hops are secondary and lend a light woodiness. Just a hint of fruitiness M-Medium bodied...crisp..great session beer. O-Kicks the shit out of Anchor steam. One of the best beers of this style I have had. Would buy this by the case if made available. Great summer BBQ beer.,4.73,Best Of Beer Camp: California Common - Beer Camp #8,California Common / Steam Beer
69070,sullied,"Appearance: Cloudy orange color with a small amount of head that dissipated after a bit. Smell: Citrus smell is the strongest smell but a bit of a bread like smell under it. A hint of a sour note on the nose as well. Taste: Wonderful. This is one of the best tasting beers I've had to date. It has a nice citrus flavor well balanced by the wheat flavor. A little sweet, but still has a bit of hop flavor as well. Aftertaste is a nice bread like flavor. Mouthfeel: A bit thick leaving the mouth slightly dry. Very nice. Overall: From the moment I began pouring this into my glass to the very end of the glass, this was the best overall beer I've had to date. Highly recommend to anyone that likes a good wheat beer (my favorite style).",4.95,Weizenbock - Beer Camp #37 (Best Of Beer Camp),German Weizenbock
69363,SlyFox21,"Picked up a 22 oz from Riddle Road Market for 7.99, best selection for how small the store is. Worth seeking out, if you are in Cincinnati, and particularly if you are near the University of Cincinnati. Poured into a Warsteiner Stein Glass Appearance: Pours a jet black, with a little bit of head that lingers for a while. Lacing stays for several minutes. Aroma:Very complex, can smell the roasted malts, coffee and cocoa, with a discernible sweetness lingering in there. Taste: Starts off with a bittersweet taste of the belgian yeast, brown sugar, cocoa. Fairly light tasting for a stout, but still very complex. Finishes off with a long lingering coffee cocoa hops taste. Very delicious. Mouthfeel: Fairly thick, but lighter than I was expecting. I would describe it as medium for a thick imperial stout standard. This is the only shortcoming to me for the beer. Still very satisfying. Overall: A very good beer, probably one of my favorites to date. It has a worderfully bittersweet taste to it that lingers for a long time, very complex, good mouthfeel. I would expect this to be good, having come from Stone, my favorite brewery. Will look for this one in the future, and is definitely worth seeking out.",4.95,Belgo Anise Imperial Russian Stout,Russian Imperial Stout
69792,Scepter,Limited Release INda Style Export Stout... Fantastic. Best beer in a long time.,5.0,Indra Kunindra,Foreign / Export Stout
70102,dwaz,"Thanks to Robbrandes for sending this. A - Pours a dark black with a reddish tint with small white head. S - Pick up smells of sweet dark choclate and faint alcohol, stronger bourbon scent as it warms T - Wow, what a treat! Rich, creamy and smooth sweet choclate with roasted malts. I don't really pick up any citrus from the orange, but the sweetness from the oranges seems to be mixing with the choclate masking any bold cirtus flavor. Slight, slight hint of chile on the back end along with roasted malts. No overwhelming alcohol from the bourbon, it is hidden really well and mellow. M - Perfect for a porter, full with lots of carbonation. Maybe too much carbonation for some, but perfect for my taste. O - Easily my favorite offering I've ever had from Deschutes, truley a world class beer. The flavors play off each other really well. I know aging this to the best by date will change the flavor profile of this beer somewhat, but I suggest drinking it now if you enjoy sweeter beers.",5.0,Black Butte XXIII,American Imperial Porter
70155,DenverLogan,"I love imperial stouts...Alesmith Speedway, Left Hand, regular or altered Yeti, Dark Horse (yeah, Horse, not Lord!), and this stout...yum...it rocks. The head, the mouthfeel, the aroma, but largely the lack of the bitterness/bite that many impy stouts have... that chalk that can exist even in a fresh big ABV stout...it's simply not here in this fresh Belgian Style Yeti. I think this yeast blends beautifully with the big dark roasted malts to create a phantasmagoric harmony. Oh yes!! Again, yum...I'm thinking my favorite Yeti, and perhaps my favorite Impy Stout, and one of my favorite brews...yum...try for yourself...cheers ~ Ayieee ~ Logan P.S. bottled June 17th, 2011",5.0,Yeti - Belgian Style,American Imperial Stout
70286,Jakersmatters,Tastes like warheads and horses ass in the best way ever,5.0,Tart Of Darkness,American Wild Ale
70602,Richcraft,The best GF beer I've had to date. Delicious and fun. Crushable and refreshing. Rad bottle art and beer description on the label.,5.0,Tweason'ale,Fruit and Field Beer
70745,Ale_Dog,Can't ask for more in a beer,5.0,Oude Gueuze Tilquin à L'Ancienne,Belgian Gueuze
70910,KevinDanger23,Out of the box and delicious,5.0,Stone / Baird / Ishii - Japanese Green Tea IPA,American Imperial IPA
71405,RobJTejas,"Can't say enough about this collaborative beer from stone (CA) and tröegs (PA). Poured in a 10 oz flute. Dark roasted espressso chocolate color with a chocolate mousse head. (It looked like a choco-volcano being poured) smelled like chocolate biscuits and tangy cherry fruit. Hint of Roasty malts too. Since I had a small glass I waited a few minutes for it to warm up and let the flavors mature. Bittersweet chocolate dominates the palate from the start but the warm vanilla and tart cherrys follow. Mouthfeel is amazing, so rich and creamy with good carbonation. Hardly a trace of alcohol . If it seemed like I used the word chocolate a lot in this review its because theres no other way to emphasize the robust cocoa flavor packed into this behemoth. Overall, I have to recommend this beer to anyone who is fortunate enough have access to it. For me its the ultimate in milk stouts. FYI if you do have access to this, it is on my wants list.",4.92,Stone / Jason Fields / Kevin Sheppard / Tröegs Cherry Chocolate Stout,English Sweet / Milk Stout
71820,ebert322,I REALLY love this beer. I wasn't sure what to expect from an IPL vs. an IPA since the fermentation process is a bit different but it is so delicious. Was worried that the lager wouldn't pack a punch but it certainly does.,5.0,Hoponius Union,American Lager
71947,Will_B,"Very sweet and smooth beer that goes down nice, very good",5.0,Samuel Adams Thirteenth Hour Stout (Barrel Room Collection),Belgian Strong Dark Ale
71969,rhgonzalez28,"Love the smell, taste and boldness that this beer carries. It feels like a light beer, but packs quite a nice punch. Overall, my favorite beer!",5.0,Perpetual IPA,American IPA
71973,Rayrod388,Absolutely delicious!!!,5.0,Gulden Draak 9000 Quadruple,Belgian Quadrupel (Quad)
72138,brewdlyhooked13,"Appearance - pours black. Looks opaque at first but if held right up to a light, it has some deep and intense ruby hues. Two fingers of chocolatey mocha foam with nice stick as it melts down. Aroma - spicy grapefruit, almost juniper-like. Some char to the roasty grain aroma. Taste - the sweet malty grain has a roasty element to it, but you better find it and enjoy quickly. The hops hit heavy, hard, and with intent. Wow, a rush of pine and grapefruit rind, a total alpha wash but little if any medicinal factor for a hoppy brew that could easily go there. The swallow brings in some balancing roasty malt and some abv heat. Not much indication that this is double-digit strength. The finish is a palate scraping bitterness, dryness occurring from the hops and the black malts. Lots of lingering flavor here, no need to rush the bottle. Mouthfeel - my first impression was smooth like a milk stout or RIS but this got modified as I progressed to a lighter but still smooth feel. The carbonation is about as big as it can be and still be complementary. Drinkability - top notch, a special entry for the style.",5.0,15th Anniversary Escondidian Imperial Black IPA,American Black Ale
72170,chicagocraft,World Class!,5.0,Pseudo Sue,American Pale Ale (APA)
72592,PorterJustinD,One of the best dark triple IPAs ever!,5.0,Molotov Cocktail,American Imperial IPA
72720,Akfan,"I agree with Hornet2003. This is a Specialty Beer. Appearance is clear amber, great carbonation, has an outstanding odor, texture is pure bliss. Rogue again pulls off what most are too scared to try. Don't buy this if your expectations are not for a Maple-Bacon beer!!!! heeellloooo....Beer in the morning after a hang-over???? This is it...with scrambled eggs and salsa!!",5.0,Voodoo Doughnut Maple Bacon Ale,Smoke Beer
72810,iong516,"I can't praise this beer enough. My absolute favorite. Tastes as advertised, complexity comes in waves. Different aspects shine through as the beer warms or is swished in the mouth, or as the aftertaste is appreciated rolling the tongue between the gums and cheeks. I've shared every bottle I've had, and I inevitably wish I had opened and warmed another as the bottle nears its finish. Cheers to Anchorage for doing everything right. A: Cloudy orange leans towards pink (think pink grapefruit juice). Voluminous head if not poured carefully. S: Citrus, rose, wine, floral hops T: Wonderful complexity, ventures far from a typical saison. Follows smell with the addition of oak and light funk M: Brilliant sediment, silky, bubbling O: My not deliver if expecting normal saison qualities, but I'm in love",5.0,Love Buzz Saison,Belgian Saison
73131,Wk93,"I really like this a lot. It's largely personal. Ipa,heads go home. This ain't for you! Get out of here, pretentious jerks! I like ipas. I'm sorry So i think this is a really great substance, i love it. ... But the bottle, now this is a work of art. Bauhaus? I'm trying to place it. Colorful 60s meets kraut angularity. Font is special. Real special. Why has this not been addressed anywhere? ++++++++++++ awesome ++++++++++",4.85,Bavarian-Styled Doppel Weizen,German Weizenbock
73427,CraftBeerRunner,"Excellent! The Good Hop, Nov 2016",5.0,Blaecorn Unidragon,Russian Imperial Stout
73618,AyatollahGold,"This is an absolutely beautiful looking beer. Pitch black with more than a finger worth of caramel/mocha colored head. The smell is deliciously complex. Smells of chocolate and coffee are the big stars but then they are backed by notes of vanilla, char and barrel. The taste comes in with the coffee being the strongest but the chocolate being a great partner next to it. Then the background of barrel and vanilla do a great job adding to dimensions. The feeling is a smooth and creamy greatness with a very comforting warmness. Getting through the creamy head to the beer is a treat. Great carbonation and full body. Overall, this was a treat. Would be very happy to have more. Literally don't know what I would dock it for. Such greatness.",5.0,Big Bad Baptist,American Imperial Stout
73764,Ronf,Yummy IPA at a good price,5.0,Hop Nosh IPA,American IPA
74123,Justin23060,"A - Super dark with only a little ruby on the edges. Small beige head didn't last but clung and laced. S - Perfect marriage and balance of hops with both an English and a Pacific West feel. Kinda like a piney brown. T - Malt sweetness really carries the strong hop. The thing that really makes this work is the use of Goldings to match and balance the pine. A pleasant roasty, slightly smokey, malt is hiding just below the hop. Ends right in the middle of sweet and bitter. M - Just about perfect. Mild sharpness gives way to a creamy finish. Nice linger. O - I probably wouldn't have bought this had I known it was an American Black... but this has made me reverse my opinion of the style. Up until tonight, I thought the concept of an American Black was weird and awkward. Too much one way or the other and you get ""just awkward"" My few bad experiences with this style reinforced that opinion. I honestly think this is what the style was meant to be. New Belgium has achieved the tricky balance that this style requires. I will definitely be getting this again in two years (N.B. rotates their seasonals every other year)",4.7,Snow Day Winter Ale,American Black Ale
74390,MerryTapster,"A: Black, Opaque, Nice Thick Heavy Hed, Two Fingers thick. S: Smoky and Roasty, Hints of Coffee Bean and Dark Chocolate. T: Slightly Hoppy with good malt characted. Coffee and Dark chocolate stand out, mild dried fruits, toast. M: Smooth, like a typical American stout. O: I have to say, out of all the Samuel Adam's brew's I've had throughout the years, this is by far one of the best. This takes the exceptional cream stout taste and adds a certain edge to it, thats the only way I can explain it.",4.8,Samuel Adams Black & Brew Coffee Stout,American Stout
74530,Bauhaus2929,"This is a real gem of the San Adam's family I love this brew I wish Samuel Adam's would make it permanently this is the crown jewel of all Samuel Adams beers. If you have not tried this do it while you can I think it is only available in a variety pack but my god this beer is up there with jai Ali and straight to ale milk stout. Thank you all sincerely, William ""the joker"" glasscock",5.0,Tasman Red IPA,American IPA
74548,thebrood1987,I get really fruity smells from the variety of cascade hops they use plus a melon smell with some sweet roasted malts. It smells reminiscent of their Latitude 48 but with a fruity melon and resinous twist to it from the hops they use. I also get a little bit of a spruce pine smell as well. This is a very smooth beer with the fruitiness right up front along with that melon taste just unveiling itself and then the sweet roasted caramel malts follow and then ending with the fruity citric piney herbal and spruce bitter finish. It tastes like an earthy resinous very deep and rich flavored hoppy IPA all in one. It has a variety of complex hop flavors like I said ranging from melon and fruits in the beginning to a very nice herbal spruce pine finish. Its a perfect combination of the 2. It has a sweet silky body and mouthfeel and really in my mind matches up with a lot of the top notch DIPA's that I've had. I love that you can't really taste the alcohol from this but can kinda sorta feel the heat in the throat just a tad. Other than that the alcohol taste is masked by the fruity melon hop tastes. Its like their Latitude 48 just with a more complex hop taste. Get this beer it proves Samuel Adams can make a more complex beer than a lot of people give them credit for and honestly in my opinion stands with the best IPA's I've tried from the West coast and East coast.,5.0,Third Voyage Double IPA,American Imperial IPA
74986,ViggieMech,Brace yourself for the cat stroke! (You Carrier dudes & chicks will understand!) when you taste this one! This brew is AWESOME in all categories! AWESOME!!,5.0,Lagunitas Sucks,American Imperial IPA
75013,OStrungT,"This beer pours a mohogany color with a thin but fluffy brown head. the head fades slowly, leaving a decent lacing. This beer has a great aorma. I get vanilla up front with some chocolate. I detect some bourbon as well. Sweet caramel and roasted malts mix in. All the aromas are mild and blend well. This beer tastes just like it smells. So well blended. Caramel, vanilla, chocolate, bourbon. This beer is amazing. The beer is smooth and full bodied. Carbonaton is low, fitting the style. The alcohol is well hidden throughout this beer. This beer might make a decent session beer, but with a 12.5% ABV, I wouldnt recomend it. Overall: This beer is a great beer. I decided that I couldnt think of a better day to drink it than on the eve of the first annual Firestone Walker Invitational Beer Fest. Hopefully they have it on tap tomorrow.",5.0,Firestone 15 - Anniversary Ale,American Strong Ale
75086,CA_Infidel2o9,"Poured from a bomber to a Tulip A- ruby red, 1/2"" quickly fading off white head S- intense spicy peppers that tingle the nose, southwestern style sweet salsa T- follows the nose, hint of belgian yeast M- medium body, crisp carbonation, tingling spicy peppers at the back of the throat O- the first beer i have ever aged and i'm extremely happy i did. I don't remember much from last year besides that the peppers were very subtle and really only showed as a spicey after taste and heat. With over a year on it, the peppers have dominated everything. The best description i can give is basically a beer with clamato in it (try it, it's awesome!) With a southwestern twist. It's spicy, its sweet, and earthy. I wish i would have aged more than one bottle.",4.92,11.11.11 Vertical Epic Ale,Chile Beer
75218,TheWiltChamberlainofipas,"This is really good. A perfect example of a imperial coffee stout. Chocolate, coffee, and a surprisingly sweet mouthfeel and the one word to describe this is decadent.",5.0,Speedway Stout - Vietnamese Coffee,American Imperial Stout
75446,jcarlosv,"Best porter I've had so far, I know there are many more to be tried but for know my number 1. The smell is fabulous, the coconut aroma is strong yet delicate with the coffee aroma lingering in the background. Taste is great, creamy smooth tasting porter with coconut and coffee flavors and the alcohol level gives it a Kahlua taste to it. Overall a great porter from Funky Buddha.",5.0,Last Snow,American Porter
75898,ManlyWealth,"Absolutely awesome! NoDa Brewers you nailed this IPA. I drank this IPA a number of years ago, before I ever heard about rating a beer. Nothing's changed. It's awesome all around.",5.0,"Hop, Drop 'n Roll",American IPA
76323,u2shawn,"This beer is outstanding! Balanced with citrus, funk and malt with a lasting white head and a smell of floral, funky bliss. The body is crisp but still full for a brett beer. This is the perfect spring/summer/any time beer! In my opinion this is Green Flash's best effort! Well done!",5.0,Rayon Vert,Belgian Pale Ale
76393,Rodavlas20,As of now my all time favorite.,5.0,Abraxas,American Imperial Stout
76440,brianwsnyder,Had a draft of this at lunch today. Not sweet at all. Very good!,5.0,2XSTOUT,English Sweet / Milk Stout
76571,crazeddaffy,"Let's not fool many of us. We love beer, and this is one of the best drunk beers by Sam Adams. Goes down delicious from the beginning until the 12th. As a famous drunk once said: ""brevity is the soul of wit"" 250 characters... ... ... ...",5.0,Samuel Adams Alpine Spring,German Kellerbier / Zwickelbier
76710,Rezknello,I love this beer. Look forward to it's release every year. Fantastic strong coffee stout.,4.98,Kujo Imperial Coffee Stout,American Imperial Stout
76800,JoLight,"Appearance - Golden, honey color, and hazy, with lots of brown chunks and sediment. It has a finger-width white head, that leaves a tremendous amount of lacing. Aroma - Very sweet. Apricot; the typical IPA aromatic sweetness; floral hops; and no malt. Taste - A little sweetness at the beginning, and a mild hop bitterness. The more I drink, the less sweet it is, and the more hoppy it becomes. A little malt is detected, but mostly just apricot, general tartness, and floral hops. Finish - very dry, crisp, refreshing, and delicious.",5.0,Samuel Adams Whitewater IPA,American IPA
76816,EmeraldMist,jEsUs,5.0,Sierra Nevada Ruthless Rye IPA,Rye Beer
76896,Cbmcguire,"Strong, fragrant notes of gingerbread, delicious. Urges one to celebrate Yule with the Undead.",5.0,Undead Party Crasher,American Imperial Stout
76899,Ktownnick1,"This beer is amazing. Its a 6% light beer smooth taste, smooter than actual bud light.",5.0,Bud Light Platinum,American Light Lager
77260,Ov1,That’s one great beer. Not sure how you make a better beer at least to my liking. A little hoppy but even hop haters can enjoy this one. Founders is one of the great breweries. They’re still trying new stuff but always always top quality. Kinda expensive but well worth it (unfortunately for my future wallet).,5.0,Curmudgeon's Better Half,English Old Ale
77299,Jbe,"What an intense balance, a progressive intensity of hippy heaven with a desirable lasting finish.",5.0,Resin,American Imperial IPA
77601,tfsimpkins,"Chocolate-forward. Big caramel flavor and sweetness. Light cinnamon notes. Spicy on the finish. The burn lingers in the back of the throat. Wonderful Chile Beer with a solid Porter baseline. Fellow Aadvocates seem to have a misconception of this beer. New Belgium states that it is a ""Spiced Chocolate Porter"". THIS IS NOT CONSIDERED A STOUT. Helpful Tips: 1)Research style guidelines, Porters & Stouts specifically, and then research the differences. 2)Research Ales vs Lagers.",5.0,Cocoa Molé,Chile Beer
77708,chicagocraft,King Ninja!,5.0,Ninja Vs. Unicorn,American Imperial IPA
78011,The_Snow_Bird,Pours out jet black like used motor oil. Very little super dark caramel colored head that goes away very quickly. Smell is of roasted malts and chocolate. Can taste chocolate cinnamon and peppers at the finish.,5.0,Mexican Cake,American Imperial Stout
78377,ragnorrox,This is my favorite beer. High in alcohol but with a nice citrus aftertaste. So refreshing!!,5.0,Simtra Triple IPA,American Imperial IPA
78517,JimAmigo,This beer completes my life on earth. I buy all I can find. Every time I drink one it is as good as the first one I had. It's wonderfully unique,5.0,On The Wings Of Armageddon,American Imperial IPA
78551,DeanWormer,"Ignore the BA Score on this one. There are raters on here who do not know / understand / love barleywines. This is barleywine perfection. Hops and malts, bitterness and sweetness in perfect balance. This is awesome - what could be better? Well, the price, perhaps. But this is worth the price. Beware the 11% ABV - in the midst of all this deliciousness, it can sneak up on you.",5.0,Old Guardian Barley Wine Style Ale (2012),American Barleywine
78795,Cbmcguire,Dark and delicious. Smooth AF. Fragrant.,5.0,Chocolate Sombrero,American Imperial Stout
78906,dcotom,"Poured from a 16.9-ounce bottle into a tulip glass. Sample was approximately one week past bottling date. Beautiful juicy-looking bright orangeish-yellow color, with a thick white head that seemed to hang on forever before receding and leaving scads of sticky lacing. Big aromas and flavors of orange, Meyer lemon, and grapefruit, with lots of citrus- zest bitterness and a bit of crackery malt sweetness to balance everything perfectly. Dry finish, with a pleasant lingering bitterness. This is, simply put, one fantastic beer. Bravo!",5.0,MO,American Pale Ale (APA)
79286,keithv70,This beer is my all time favorite. Great taste with the hops and rye. Simply exceptional.,5.0,Wookey Jack,American Black Ale
79488,waddellc2,this was aged I believe but I reallyh enjoyed it,5.0,Frangelic Mountain Brown,American Brown Ale
80193,TimMarsh,Easy going on the palate but has a great taste!,4.25,Blue Moon Agave Nectar Ale,American Pale Wheat Ale
80197,Irishman_Scott,"Back in the day when I first tried this, it was the first “heavy hitter” I had ever had. Definitely a much stronger than most which comes out in both the smells and taste. But I personally like that once in a while, and this one is still pleasant despite it’s strength. You can definitely taste a bit of whiskey and maybe some tobacco. A lot of roasty and chocolate, along with toffee is what I am getting personally. It’s very high rated on here and deservingly so. Highly recommend for those who are fans of a good strong imperial stout.",5.0,Uncle Jacob's Stout,American Imperial Stout
80291,Irishman_Scott,"Hard poured from a pint can. It pours a thick and heavy black. The initial head was a medium tan that most of disappeared fairly quick, however what remains laced the glass pretty decent. Smells and tastes follow each other, which is definitely big time coffee but there’s definitely notes of vanilla and nuts. Mid range carbonation which works well for this type of beer. Very good and very classic imperial stout taste, with a little vanilla and nuts for good measure.",5.0,Imperial Biscotti Break,American Imperial Stout
81010,chaliemon,This is my favorite beer ever. Everyone seems to be pouring it into a glass. I drink it from the can. Sour and refreshing.,5.0,Gose,Leipzig Gose
81067,bakkerman1,Absolutely love this Brew!!,5.0,Even More Jesus,American Imperial Stout
81388,catmanben,"This beer has a very light color and a light taste that gives you a feel of taking another sip before you even finish the sip you just took. I really like the fragrance of this beer, it hits you as your nose enters the mug as you tip to sip. I get a nice citrus flaver in my mouth after each and every sip I take. Love it!",5.0,Samuel Adams Porch Rocker,Fruit and Field Beer
82250,beernewbie285,"By far my favorite beer of all time. I buy and drink atleast one once a week, i look forward to it every week. If i can i give to any friend willing. I will say that if you dont have a love of hops then beware. But otherwise there is no other beer i look forward to drinking more than this one.",5.0,RuinTen Triple IPA,American Imperial IPA
82578,rajendra82,"Golden, clear body, and the vigorous carbonation streamers rising up from the etched nucleation site at the bottom of the Duvel tulip glass gave this beer an attractive appearance. The smell of brett induced funk mixed with green apples, honey, and lavender was very intoxicating. The taste provided everything promised by the smell, and then some. The palette was dry like a saltine cracker, with an initial sour apple and herbal flavor, that transitioned into white pepper, honey, and coriander. The finish had a hint of cheese from the aged hops and then faded into a cider like aftertaste. The funk of Brett was there, but did not overpower. This appears to be a beer made to enjoy both fresh, and after aging, and I would love to pick up a couple of bottles for the cellar, so to see how it evolves.",4.92,Brux Domesticated Wild Ale,American Wild Ale
83473,freshbeer7,"Look: Sparkling gold, exactly how a pilsner should look Smell: Herbal, grassy hops with that sweet bready smell that reminds you what a pilsner should smell like Taste: Unrivaled. Easily the best year round pilsner available in the US. Perfect amount of hoppiness and malt sweetness. Feel: Perfectly carbonated, medium body feel. Overall: I could drink this beer every day for the rest of my life. I would easily take this over the hopped up imperial IPAs or pastry barrel aged stouts. This is what beer should be. Vastly underrated.",5.0,Pivo Pils,German Pilsner
84045,mshiner1,"My absolute favorite IPA. Elysian's flagship beer is a must have for IPA lovers. Strong beer, but not too bitter. 8.2% abv",5.0,Space Dust IPA,American Imperial IPA
84194,olympuszymurgus,"Smells beautiful, simply beautiful. Nice tan head, bronzed body, smells of ripe citrus and old forest pines. The lemon peal and lemon verbena mesh so perfectly with the citrusy american hops, Vienna(?) malt backs it up to be full yet fairly dry for 10 points of booze. No burn, no booze, just a bitter, citrus bite with a solid malt body and complex aroma. Splendid, one of the best new beers I have had in a long time. Stone- You're doing it right.",4.92,16th Anniversary IPA,American Imperial IPA
84596,The_Snow_Bird,Nice golden amber color with a thick white head on top. Has an overpowering hop smell with citrus accompanying it. Taste has citrusy hops with a malty finish.,5.0,Enjoy By IPA,American Imperial IPA
84747,dwmson1,Maybe the best beer I have ever tasted!!,5.0,DayTime,American IPA
86106,bowlerhattedman,"I usually like the herbal, funky IPAs. This was pure citrus - and one of the best IPAs I have ever had.",5.0,Schlafly Tasmanian IPA (TIPA),American IPA
86149,BenHoppy,"Aged one year, served at cellar temp and poured into snifter: L: dark, chocolatey coffee mocha with creamy bubbly head A: roasted malts and chocolate F: creamy and thick T: bourbon although bourbon not present but I can taste it along with chocolate, vanilla, marshmallow, roasted malts, and slight hint of green pepper coffee. o: wasn't much a fan of this fresh but aged 1 year this was fantastic",5.0,Narwhal Imperial Stout,Russian Imperial Stout
86172,wowthisisactualgarbage,"This beer is da bombz. Spend the cash to try this and it will like Trump, make your beer tasting experience great again. Lightly effervescent, it imparts a slightly sweet undertone over a tempo of allegro sour notes. The refreshing coolness of the cherry chords offsets against the wooden intensity of the oak barrels. A must try.",5.0,Serendipity,Fruit and Field Beer
86189,StoutBrotha602,this beer was EXCELLENT .. very sweet great body great mouth feel smooth liquid candy barish finish,5.0,Organic Chocolate Stout,English Stout
86237,Joemama73,"Beautiful, beautiful, beautiful...love it",5.0,Julius,New England IPA
86393,Bigfeets,"Straight from the bottle! Crisp, refreshing ! Bottoms up!",5.0,Samuel Adams White Christmas,Belgian Witbier
